CODE,ACT,LAW,PUNISH_BASIS,SCORE,PUNISH,OTHER_PENALTIES,ENFORCEMENT,ENFORCEMENT_BASIS,OTHER_MEASURES,OTHER_MEASURES_BASIS,BELONG
16371,驾驶货车载物超过核定载质量100%以上的,《中华人民共和国道路交通安全法》第四十八条第一款、《中华人民共和国道路交通安全法实施条例》第五十四条第一款,《中华人民共和国道路交通安全法》第九十二条第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第一款第二项,记6分,罚款1000元,####,扣留机动车,《中华人民共和国道路交通安全法》第九十二条第三款，湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第二款,卸载,《违法处理程序规定》第二十九条第一款，湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第二款,武汉市地方法规
16380,驾驶货车违反规定载客的,《中华人民共和国道路交通安全法》第五十条第一款、《中华人民共和国道路交通安全法实施条例》第五十五条第二项,《中华人民共和国道路交通安全法》第九十二条第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第一款第二项,记6分,罚款500元,####,扣留机动车,《中华人民共和国道路交通安全法》第九十二条第三款，湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第二款,转员,《违法处理程序规定》第二十九条第一款，湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第二款,武汉市地方法规
16390,危险物品运输车辆载物超过核定载质量30%以上的,《中华人民共和国道路交通安全法》第四十八条第一款、《中华人民共和国道路交通安全法实施条例》第五十四条第一款,《中华人民共和国道路交通安全法》第九十二条第二款,记6分,罚款2000元,####,扣留机动车,《中华人民共和国道路交通安全法》第九十二条第三款,卸载,《违法处理程序规定》第二十九条第一款，湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第二款,武汉市地方法规
16400,驾驶机动车运载超限的不可解体的物品，未按指定的时间、路线、速度行驶的,《中华人民共和国道路交通安全法》第四十八条第二款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第十二项,记6分,罚款200元,####,####,####,####,####,武汉市地方法规
16410,驾驶机动车运载超限的不可解体的物品，未悬挂明显标志的,《中华人民共和国道路交通安全法》第四十八条第二款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第十二项,记6分,罚款200元,####,####,####,####,####,武汉市地方法规
16420,连续驾驶中型以上载客汽车、危险物品运输车辆以外的机动车超过4小时未停车休息或者停车休息时间少于20分钟的,《中华人民共和国道路交通安全法》第二十二条第二款，《中华人民共和国道路交通安全法实施条例》第六十二条第七项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第七项,记6分,罚款200元,####,可拖移机动车,《中华人民共和国道路交通安全法实施条例》第一百零四条第三项,####,####,武汉市地方法规
17050,造成交通事故后逃逸，尚不构成犯罪的,《中华人民共和国道路交通安全法》第七十条第一款,《中华人民共和国道路交通安全法》第九十九条第一款第三项、第二款,记12分,罚款1900元,可并处拘留15日以下,####,####,####,####,武汉市地方法规
17090,驾驶与驾驶证载明的准驾车型不相符合的车辆的,《中华人民共和国道路交通安全法》第十九条第四款,《中华人民共和国道路交通安全法》第九十九条第一款第一项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第五项,记12分,罚款200元,可并处拘留15日以下,可拖移机动车,《中华人民共和国道路交通安全法实施条例》第一百零四条第二项,####,####,武汉市地方法规
17100,公路客运车辆载客超过额定乘员20%以上不足50%的,《中华人民共和国道路交通安全法》第四十九条、《中华人民共和国道路交通安全法实施条例》第五十五条第一项,《中华人民共和国道路交通安全法》第九十二条第一款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第一款第一项,记12分,罚款500元,####,扣留机动车,《中华人民共和国道路交通安全法》第九十二条第三款，湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第二款,转员,《违法处理程序规定》第二十九条第一款，湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第二款,武汉市地方法规
17101,公路客运车辆载客超过额定乘员50%以上不足100%的,《中华人民共和国道路交通安全法》第四十九条、《中华人民共和国道路交通安全法实施条例》第五十五条第一项,《中华人民共和国道路交通安全法》第九十二条第一款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第一款第一项,记12分,罚款1000元,####,扣留机动车,《中华人民共和国道路交通安全法》第九十二条第三款，湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第二款,转员,《违法处理程序规定》第二十九条第一款，湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第二款,武汉市地方法规
17102,公路客运车辆载客超过额定乘员100%以上的,《中华人民共和国道路交通安全法》第四十九条、《中华人民共和国道路交通安全法实施条例》第五十五条第一项,《中华人民共和国道路交通安全法》第九十二条第一款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第一款第一项,记12分,罚款2000元,####,扣留机动车,《中华人民共和国道路交通安全法》第九十二条第三款，湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第二款,转员,《违法处理程序规定》第二十九条第一款，湖北省实施<中华人民共和国道路交通安全法>办法》第七十四条第二款,武汉市地方法规
17120,饮酒后驾驶机动车的,《中华人民共和国道路交通安全法》第二十二条第二款,《中华人民共和国道路交通安全法》第九十一条第一款、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十二条第一款,记12分,罚款2000元,并处暂扣驾驶证6个月,扣留驾驶证、可拖移机动车、可检验血液,《中华人民共和国道路交通安全法实施条例》第一百零四条第三项，《中华人民共和国道路交通安全法》第一百一十条第一款，《中华人民共和国道路交通安全法实施条例》第一百零五条、《违法处理程序规定》第三十五条第一款第一、四项,####,####,武汉市地方法规
17160,驾驶公路客运车辆、公共汽车以外的其他营运客车载人超过核定人数20％以上的,《中华人民共和国道路交通安全法》第四十九条、《中华人民共和国道路交通安全法实施条例》第五十五条第一项,《中华人民共和国道路交通安全法》第九十条,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
17172,上道路行驶的机动车未悬挂机动车号牌的,《中华人民共和国道路交通安全法》第八条、第十一条第一款,《中华人民共和国道路交通安全法》第九十条、第九十五条第一款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第二项,记12分,罚款200元,####,扣留机动车,《中华人民共和国道路交通安全法》第九十五条第一款,####,####,武汉市地方法规
17180,故意遮挡机动车号牌的,《中华人民共和国道路交通安全法》第十一条第二款、《中华人民共和国道路交通安全法实施条例》第一十三条第一款,《中华人民共和国道路交通安全法》第九十条、第九十五条第二款、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第十四项,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
17190,故意污损机动车号牌的,《中华人民共和国道路交通安全法》第十一条第二款、《中华人民共和国道路交通安全法实施条例》第一十三条第一款,《中华人民共和国道路交通安全法》第九十条、第九十五条第二款、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第十四项,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
17200,不按规定安装机动车号牌的,《中华人民共和国道路交通安全法》第十一条第二款,《中华人民共和国道路交通安全法》第九十条、第九十五条第二款,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
17210,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的机动车行驶超过规定时速50%以上不足70%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第三项、第二款,记12分,罚款500元,可并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17211,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的机动车行驶超过规定时速70%以上的不足100%,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第四项、第二款,记12分,罚款1000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17212,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的机动车行驶超过规定时速100%以上,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第五项、第二款,记12分,罚款2000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17213,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的机动车在高速公路上行驶超过规定时速50%以上的不足70%,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第七十八条、八十一条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第三项、第二款,记12分,罚款1000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17214,驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的机动车在高速公路上行驶超过规定时速70%以上的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第七十八条、八十一条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第四项、第二款,记12分,罚款2000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17220,驾驶中型以上载客汽车在城市快速路上行驶超过规定时速20％以上未达50%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五、四十六条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第二项,记12分,罚款100元,####,####,####,####,####,武汉市地方法规
17230,驾驶中型以上载货汽车在城市快速路上行驶超过规定时速20％以上未达50%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五、四十六条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第二项,记12分,罚款100元,####,####,####,####,####,武汉市地方法规
17240,驾驶校车在城市快速路上行驶超过规定时速20％以上未达50%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五、四十六条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第二项,记12分,罚款100元,####,####,####,####,####,武汉市地方法规
17250,驾驶危险物品运输车辆在城市快速路上行驶超过规定时速20％以上未达50%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五、四十六条，《剧毒化学品购买和公路运输许可证件管理办法》第十八条第二款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第二项,记12分,罚款100元,####,####,####,####,####,武汉市地方法规
17260,驾驶中型以上载客汽车在高速公路以外的道路上行驶超过规定时速50%以上不足70%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第三项、第二款,记12分,罚款500元,可并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17261,驾驶中型以上载客汽车在高速公路以外的道路上行驶超过规定时速70%以上不足100%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第四项、第二款,记12分,罚款1000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17262,驾驶中型以上载客汽车在高速公路以外的道路上行驶超过规定时速100%以上的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第五项、第二款,记12分,罚款2000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17270,驾驶中型以上载货汽车在高速公路以外的道路上行驶超过规定时速50%以上不足70%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第三项、第二款,记12分,罚款500元,可并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17271,驾驶中型以上载货汽车在高速公路以外的道路上行驶超过规定时速70%以上不足100%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第四项、第二款,记12分,罚款1000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17272,驾驶中型以上载货汽车在高速公路以外的道路上行驶超过规定时速100%以上的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第五项、第二款,记12分,罚款2000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17280,驾驶校车在高速公路以外的道路上行驶超过规定时速50%以上不足70%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第三项、第二款,记12分,罚款500元,可并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17281,驾驶校车在高速公路以外的道路上行驶超过规定时速70%以上不足100%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第四项、第二款,记12分,罚款1000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17282,驾驶校车在高速公路以外的道路上行驶超过规定时速100%以上的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第五项、第二款,记12分,罚款2000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17290,驾驶危险物品运输车辆在高速公路以外的道路上行驶超过规定时速50%以上不足70%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条，《剧毒化学品购买和公路运输许可证件管理办法》第十八条第二款,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第三项、第二款,记12分,罚款500元,可并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17291,驾驶危险物品运输车辆在高速公路以外的道路上行驶超过规定时速70%以上不足100%的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条，《剧毒化学品购买和公路运输许可证件管理办法》第十八条第二款,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第四项、第二款,记12分,罚款1000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定第三十一条第三项,####,####,武汉市地方法规
17292,驾驶危险物品运输车辆在高速公路以外的道路上行驶超过规定时速100%以上的,《中华人民共和国道路交通安全法》第四十二条第一款、《中华人民共和国道路交通安全法实施条例》第四十五条、四十六条，《剧毒化学品购买和公路运输许可证件管理办法》第十八条第二款,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第五项、第二款,记12分,罚款2000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
17300,连续驾驶中型以上载客汽车超过4小时未停车休息或者停车休息时间少于20分钟的,《中华人民共和国道路交通安全法》第二十二条第二款、《中华人民共和国道路交通安全法实施条例》第六十二条第七项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第七项,记12分,罚款200元,####,可拖移机动车,《中华人民共和国道路交通安全法实施条例》第一百零四条第三项,####,####,武汉市地方法规
17310,连续驾驶危险物品运输车辆超过4小时未停车休息或者停车休息时间少于20分钟的,《中华人民共和国道路交通安全法》第二十二条第二款、《中华人民共和国道路交通安全法实施条例》第六十二条第七项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第七项,记12分,罚款200元,####,可拖移机动车,《中华人民共和国道路交通安全法实施条例》第一百零四条第三项,####,####,武汉市地方法规
20010,非机动车造成交通事故后逃逸，尚不构成犯罪的,《中华人民共和国道路交通安全法》第七十条第一款,《中华人民共和国道路交通安全法》第九十九条第一款第三项、第二款,####,罚款500元,可并处拘留15日以下,####,####,####,####,武汉市地方法规
20020,非机动车违反交通管制的规定强行通行，不听劝阻的,《中华人民共和国道路交通安全法》第三十九条、第四十条,《中华人民共和国道路交通安全法》第九十九条第一款第六项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十五条第五项,####,罚款500元,可并处拘留15日以下,####,####,####,####,武汉市地方法规
20030,非机动车未依法登记，上道路行驶的,《中华人民共和国道路交通安全法》第十八条第一款,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十六条第一款第一项,####,罚款50元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20041,非机动车逆向行驶的,《中华人民共和国道路交通安全法》第三十五条，《武汉市实施<中华人民共和国道路交通安全法>办法》第四十三条第一款第（四）项,《中华人民共和国道路交通安全法》第八十九条、《武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第一款第（八）项,####,罚款50元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20051,非机动车在机动车之间穿行,《中华人民共和国道路交通安全法》第三十六条、第五十七条,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十六条第一款第六项,####,罚款50元,####,拒罚，可以扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20052,没有非机动车道的道路上，非机动车不靠车行道右侧行驶的,《中华人民共和国道路交通安全法》第三十六条、第五十七条，《武汉市实施<中华人民共和国道路交通安全法>办法》第四十三条第一款第（四）项,《中华人民共和国道路交通安全法》第八十九条、《武汉市实施<中华人民共和国道路交通安全法>办法》第五十六条,####,罚款50元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20060,非机动车违反规定使用其他车辆专用车道的,《中华人民共和国道路交通安全法》第三十七条,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款20元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20071,非机动车不按照交通信号规定通行的,《中华人民共和国道路交通安全法》第三十八条、《中华人民共和国道路交通安全法实施条例》第三十八条、四十条、四十一条、四十二条、四十三条,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十六条第一款第四项,####,罚款50元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20080,非机动车驾驶人不服从交警指挥的,《中华人民共和国道路交通安全法》第三十八条,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款20元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20091,非机动车进入城市快速路的,《中华人民共和国道路交通安全法》第五十七条,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十六条第一款第三项,####,罚款50元,####,拒绝罚款，可以扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,责令迅速离去,《湖北省实施<中华人民共和国道路交通安全法>办法》第六十六条第二款,武汉市地方法规
20092,非机动车未在非机动车道内行驶的,《中华人民共和国道路交通安全法》第五十七条，《武汉市实施<中华人民共和国道路交通安全法>办法》第四十三条第一款第（四）项,《中华人民共和国道路交通安全法》第八十九条、《武汉市实施<中华人民共和国道路交通安全法>办法》第五十六条,####,罚款50元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20100,醉酒驾驭畜力车的,《中华人民共和国道路交通安全法实施条例》第七十三条第一项,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款20元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20101,醉酒驾驶非机动车的,《中华人民共和国道路交通安全法实施条例》第七十二条第三项、第七十三条第一项,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十六条第一款第七项,####,罚款50元,####,拒绝罚款，可以扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20110,驾驶残疾人机动轮椅车超速行驶的,《中华人民共和国道路交通安全法》第五十八条,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款20元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20120,驾驶电动自行车超速行驶的,《中华人民共和国道路交通安全法》第五十八条,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款20元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20131,非机动车违反规定载物的,《中华人民共和国道路交通安全法实施条例》第七十一条第一款,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十六条第一款第五项,####,罚款50元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20132,非机动车违反规定载人的,《中华人民共和国道路交通安全法实施条例》第七十一条第二款,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十六条第一款第五项,####,罚款50元,####,拒绝罚款，可以扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20141,非机动车不在规定地点停放的,《中华人民共和国道路交通安全法》第五十九条，《武汉市实施<中华人民共和国道路交通安全法>办法》第四十三条第一款第（五）项,《中华人民共和国道路交通安全法》第八十九条、《武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第一款第（八）项,####,罚款50元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20151,非机动车停放时妨碍其他车辆和行人通行的,《中华人民共和国道路交通安全法》第五十九条，《武汉市实施<中华人民共和国道路交通安全法>办法》第四十三条第一款第（五）项,《中华人民共和国道路交通安全法》第八十九条、《武汉市实施<中华人民共和国道路交通安全法>办法》第六十一条第一款第（八）项，五十六条,####,罚款50元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20160,非机动车通过路口，转弯的非机动车不让直行的车辆、行人优先通行的,《中华人民共和国道路交通安全法实施条例》第六十八条第一项,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款20元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20170,非机动车通过路口，遇有前方路口交通阻塞时，强行进入的,《中华人民共和国道路交通安全法实施条例》第六十八条第二项,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款20元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20180,非机动车通过路口，向左转弯时，不靠路口中心点右侧转弯的,《中华人民共和国道路交通安全法实施条例》第六十八条第三项,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款20元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20190,非机动车遇停止信号时，停在停止线以内或路口内的,《中华人民共和国道路交通安全法实施条例》第六十八条第四项,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款20元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20200,非机动车向右转弯遇同车道内有车等候放行信号不能转弯时，不依次等候的,《中华人民共和国道路交通安全法实施条例》第六十八条第五项,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款20元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20210,行经无灯控或交警指挥的路口，不让标志、标线指示优先通行的一方先行的,《中华人民共和国道路交通安全法实施条例》第六十九条第一项,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款20元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
20220,行经无灯控、交警指挥或标志、标线控制的路口，无交通标志标线，不让右方道路的来车先行的,《中华人民共和国道路交通安全法实施条例》第六十九条第二项,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款20元,####,拒罚，可扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,####,####,武汉市地方法规
